Indicator Name,Indicator Code,Country Name,Country Code,2008,2009,2010,2011
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,4.932375369,9.104929523,8.806403653,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,6.013702503,4.575635472,6.104860829,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,2.3,1.8,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,9.5,4.2,0.8443,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,-2.972086556,-6.99451726,-0.429352387,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMY,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,4.261644898,0.765950388,4.656565685,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,-1.156231486,-5.050677229,1.537449401,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,-0.542430328,-3.045832847,-0.6,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,-1.165288625,-6.287582275,4,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,7.608863397,2.325338029,3.106954462,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,3.3,1.2,7.3,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,1.553325145,2.592145193,5.3,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,-1.098545102,-0.65325004,1.8,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. Rep.",PRK,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,2.298376031,0.319499625,6.161843254,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,KSV,6.9,2.9,4,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,8.401616094,2.886294569,-1.357797746,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,7.451943421,7.557574776,9.444771398,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,-4.243552667,-17.95499387,-0.343503564,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,9.272508134,8.5,7,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,4.6659953,3.057515501,3.3,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,7.1,4.588092948,5.514705882,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,3.8,2.1,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,1.798089299,-1.157481706,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,2.927448128,-14.74171262,1.330192805,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,0.753720666,-5.298940095,2.67806902,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,3.408296963,1.612286569,26.36407836,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macedonia, FYR",MKD,4.950012192,-0.92026775,1.8,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Madagascar,MDG,7.128339112,-4.578214829,1.565685967,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malawi,MWI,8.6,7.6,7.1,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malaysia,MYS,4.807480798,-1.636017797,7.193922237,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Maldives,MDV,11.98558427,-6.472766345,9.861010993,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mali,MLI,5,4.5,4.5,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Malta,MLT,5.37,-3.3,3.145,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Marshall Islands,MHL,-1.930490659,-1.331339025,5.202210104,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritania,MRT,3.517003841,-1.220190913,5.006666169,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mauritius,MUS,5.519004634,3.034425798,4.03524609,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mayotte,MYT,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mexico,MEX,1.190604448,-6.123849979,5.388294067,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Micronesia, Fed. Sts.",FSM,-2.401909461,0.668936496,3.125035585,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Moldova,MDA,7.764846413,-5.98957986,6.946457616,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Monaco,MCO,10,-2.628565085,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mongolia,MNG,8.900367949,-1.268598942,6.365161685,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Montenegro,MNE,6.9,-5.7,2.5,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Morocco,MAR,5.587056082,4.758347025,3.677899798,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Mozambique,MOZ,6.831006386,6.446312134,7.200068607,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Myanmar,MMR,10.25530333,10.58140919,10.41632018,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Namibia,NAM,4.3,-0.7,4.8,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nepal,NPL,6.104639142,4.411204623,4.5532974,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Netherlands,NLD,1.80405877,-3.536699804,1.689571469,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Caledonia,NCL,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,New Zealand,NZL,-1.540892736,-0.470719451,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nicaragua,NIC,3.591925503,-3.24127611,7.569629455,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Niger,NER,8.7,-1.2,8.805668016,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Nigeria,NGA,6,7,7.85,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Northern Mariana Islands,MNP,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Norway,NOR,0.035093987,-1.667131673,0.676520209,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Oman,OMN,12.8,1.1,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pakistan,PAK,1.595980831,3.59535521,4.144241493,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Palau,PLW,-4.9,-2.1,2,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Panama,PAN,10.73025684,2.396181334,4.831069473,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Papua New Guinea,PNG,6.7,5.5,8,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Paraguay,PRY,5.826843579,-3.846593717,15.04585289,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Peru,PER,9.803371385,0.835134287,8.784972819,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Philippines,PHL,4.152757146,1.148330409,7.632263915,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Poland,POL,5.126549093,1.605965665,3.944048011,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Portugal,PRT,-0.008380906,-2.908418172,1.38316852,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Puerto Rico,PRI,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Qatar,QAT,25.48,8.642,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Romania,ROM,9.425802185,-8.5,0.947891354,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Russian Federation,RUS,5.247953532,-7.814091997,4.034278626,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Rwanda,RWA,11.2,4.1,7.5,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Samoa,WSM,-3.69621063,-1.723502174,1.711051664,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,San Marino,SMR,1.898734177,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sao Tome and Principe,STP,5.7999973,4,4.5,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Saudi Arabia,SAU,4.228693235,0.158108818,3.761993182,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Senegal,SEN,3.327278475,2.221848801,4.167529162,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Serbia,SRB,3.8,-3.5,0.954303376,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Seychelles,SYC,-1.3,0.7,6.2,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sierra Leone,SLE,5.534066948,3.2,4.9485,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Singapore,SGP,1.487003004,-0.770050308,14.47127163,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sint Maarten (Dutch part),SXM,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovak Republic,SVK,5.890404381,-4.910486708,4.24355409,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Slovenia,SVN,3.589287708,-8.007858712,1.379539352,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Solomon Islands,SLB,7.3,-1.2,7,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Somalia,SOM,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Africa,ZAF,3.576079689,-1.682180037,2.841136858,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Sudan,SSD,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Spain,ESP,0.859865387,-3.72255368,-0.14374987,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sri Lanka,LKA,5.950043356,3.538955823,8.011468169,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Kitts and Nevis,KNA,6.127316592,-6.258500639,-4.999296763,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Lucia,LCA,5.400149098,-1.091277152,3.099330722,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Martin (French part),MAF,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,St. Vincent and the Grenadines,VCT,1.653268774,-1.170345376,-1.287902998,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sudan,SDN,6.837643802,3.963081407,4.45058796,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Suriname,SUR,4.660096877,3.064155761,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Swaziland,SWZ,2.4,0.4,1.1,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sweden,SWE,-0.613416136,-5.172123705,5.609925729,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Switzerland,CHE,2.095472992,-1.878030362,2.714044725,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Syrian Arab Republic,SYR,4.5,6,3.2,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tajikistan,TJK,7.8,7.9,3.8,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tanzania,TZA,7.436819664,6.021952116,6.984992237,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Thailand,THA,2.484300401,-2.329848588,7.810512395,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Timor-Leste,TMP,13.1661442,7.119113573,7.421773985,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Togo,TGO,2.379268382,3.226372672,3.368285288,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tonga,TON,2.687100576,-0.134577363,-0.479212707,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Trinidad and Tobago,TTO,2.4,-3.5,0.1,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tunisia,TUN,4.520765204,3.097213381,3.7,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkey,TUR,0.658839041,-4.825875295,9.005585494,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turkmenistan,TKM,14.7,6.1,9.2,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Turks and Caicos Islands,TCA,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Tuvalu,TUV,1.280748745,-0.570757126,-1.867815004,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uganda,UGA,8.708856704,7.247451504,5.181511051,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ukraine,UKR,2.3,-14.8,4.2,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Arab Emirates,ARE,3.294636604,-1.609429679,1.432129773,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United Kingdom,GBR,-1.102864344,-4.373336235,2.092165556,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,United States,USA,-0.020505966,-3.5,3,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uruguay,URY,8.5963556,2.581376021,8.467675272,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Uzbekistan,UZB,9,8.1,8.5,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Vanuatu,VUT,6.173174609,3.451298346,3.048145235,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Venezuela, RB",VEN,5.277854124,-3.202302657,-1.488791251,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Vietnam,VNM,6.310692238,5.323595496,6.783424448,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Virgin Islands (U.S.),VIR,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,West Bank and Gaza,WBG,,,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Yemen, Rep.",YEM,3.647,3.756,,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zambia,ZMB,5.681614218,6.403027052,7.610174025,
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Zimbabwe,ZWE,-17.7,6,9,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,World,WLD,9647.156506,9456.608699,9816.97174,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Afghanistan,AFG,879.032667,1029.215162,1082.949263,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Albania,ALB,7223.02527,7434.916272,7667.374419,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Algeria,DZA,7367.171813,7409.508836,7520.791452,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,American Samoa,ASM,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Andorra,ADO,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Angola,AGO,5508.133749,5389.874017,5549.414892,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Antigua and Barbuda,ATG,22629.08846,19871.53754,18645.82993,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Argentina,ARG,13275.68445,13272.2035,14362.61581,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Armenia,ARM,5614.552099,4810.88772,4900.474333,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Aruba,ABW,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Australia,AUS,34405.90488,34183.62126,34410.70889,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Austria,AUT,36177.36111,34681.08784,35379.27186,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Azerbaijan,AZE,8023.568247,8589.653198,8918.674609,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Bahamas, The",BHS,24513.88549,22868.21609,22769.92232,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Bahrain,BHR,23755.4762,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Bangladesh,BGD,1356.258493,1418.986839,1488.286811,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Barbados,BRB,18586.21912,17564.36616,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Belarus,BLR,11456.61003,11590.01457,12493.74113,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Belgium,BEL,33592.72574,32376.86763,32808.00329,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Belize,BLZ,6224.689963,6020.363382,5988.152375,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Benin,BEN,1410.529701,1422.293104,1423.889327,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Bermuda,BMU,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Bhutan,BTN,4314.560448,4525.483051,4780.116712,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Bolivia,BOL,4172.334708,4244.019317,4349.550779,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Bosnia and Herzegovina,BIH,7477.234596,7272.13479,7344.999204,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Botswana,BWA,12552.18631,11771.84154,12462.66203,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Brazil,BRA,9583.214109,9437.510651,10055.89161,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Brunei Darussalam,BRN,46820.49084,45155.60531,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Bulgaria,BGR,12003.58476,11400.61053,11486.72165,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Burkina Faso,BFA,1057.59652,1062.480001,1126.548608,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Burundi,BDI,359.6135207,361.8383354,366.4425346,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Cambodia,KHM,1898.138582,1878.682433,1968.131689,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Cameroon,CMR,2042.735176,2038.359475,2058.09315,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Canada,CAN,35948.05699,34526.90333,35223.06887,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Cape Verde,CPV,3331.271484,3420.249483,3573.459791,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Cayman Islands,CYM,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Central African Republic,CAF,699.5004837,698.1848425,707.6358846,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Chad,TCD,1262.005474,1209.644016,1229.056555,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Channel Islands,CHI,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Chile,CHL,13394.13424,13044.48226,13595.89975,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,China,CHN,5712.24562,6206.264294,6816.289835,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Colombia,COL,8250.3933,8251.330452,8487.597261,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Comoros,COM,997.6430701,989.1111958,983.8008284,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Congo, Dem. Rep.",ZAR,298.2052238,298.2976251,311.2360699,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Congo, Rep.",COG,3433.730328,3591.777401,3808.093879,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Costa Rica,CRI,10391.86134,10104.28496,10377.495,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Cote d'Ivoire,CIV,1657.087673,1686.974623,1703.612216,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Croatia,HRV,17316.88799,16297.51527,16121.2627,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Cuba,CUB,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Curacao,CUW,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Cyprus,CYP,26481.45031,25814.3638,25961.32601,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Czech Republic,CZE,23222.92068,22126.02795,22574.56178,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Denmark,DNK,34123.025,31960.90232,32235.47067,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Djibouti,DJI,2026.015526,2087.169671,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Dominica,DMA,11019.79132,11008.89081,11042.10415,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Dominican Republic,DOM,7727.968733,7887.254354,8386.921383,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Ecuador,ECU,7127.986593,7051.037236,7200.990669,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Egypt, Arab Rep.",EGY,5216.092147,5365.111601,5543.537227,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,El Salvador,SLV,6150.744796,5928.255801,5981.182822,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Equatorial Guinea,GNQ,30988.24226,31738.22698,31156.04196,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Eritrea,ERI,489.8046431,493.7735537,489.6986491,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Estonia,EST,18646.28555,16059.49956,16561.43326,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Ethiopia,ETH,813.73146,866.2871362,933.8377242,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Faeroe Islands,FRO,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Fiji,FJI,4300.332107,4202.418858,4175.148627,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Finland,FIN,33443.04788,30502.88267,31492.87461,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,France,FRA,30357.61032,29366.72084,29639.52085,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,French Polynesia,PYF,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Gabon,GAB,13441.79799,13007.97181,13499.51871,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Gambia, The",GMB,1198.936171,1238.218331,1265.182901,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Georgia,GEO,4516.338208,4319.110776,4550.804813,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Germany,DEU,33828.87411,32175.88586,33414.41459,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Ghana,GHA,1380.1182,1401.456678,1474.561069,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Gibraltar,GIB,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Greece,GRC,26113.38576,25162.2855,24206.08558,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Greenland,GRL,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Grenada,GRD,10453.55876,9546.880728,9432.403855,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Guam,GUM,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Guatemala,GTM,4364.989255,4281.67837,4292.168725,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Guinea,GIN,1005.057846,981.4906212,978.3713423,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Guinea-Bissau,GNB,1040.704075,1049.95172,1064.110057,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Guyana,GUY,2889.515596,2979.181412,3080.377653,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Haiti,HTI,1046.818412,1063.053885,996.321234,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Honduras,HND,3640.919514,3492.954557,3518.692347,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Hong Kong SAR, China",HKG,40579.14795,39352.89484,41714.04004,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Hungary,HUN,17900.92761,16709.77564,16958.33398,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Iceland,ISL,36655.50825,34093.13479,32780.80769,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,India,IND,2780.530277,2993.303801,3213.542505,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Indonesia,IDN,3569.809055,3694.416464,3879.81243,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,"Iran, Islamic Rep.",IRN,10397.81859,10462.27084,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Iraq,IRQ,3227.143274,3263.993193,3194.948621,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Ireland,IRL,39294.28654,36273.2475,35987.90411,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Isle of Man,IMY,,,,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Israel,ISR,25740.00327,25324.55744,26022.68308,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Italy,ITA,28453.5621,26854.65172,27136.65166,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Jamaica,JAM,7181.612059,6941.174532,6882.421007,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Japan,JPN,31307.27668,29372.40531,30572.93709,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Jordan,JOR,5107.682966,5113.353929,5157.136108,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Kazakhstan,KAZ,10468.81902,10427.46109,10920.50478,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Kenya,KEN,1440.271211,1440.646851,1481.195574,
"GDP per capita, PPP (constant 2005 international $)",NY.GDP.PCAP.PP.KD,Kiribati,KIR,2257.966016,2209.004791,2214.452321,
