locationId,indicatorId,variantId,timeId,timeLabel,timeMid,categoryId,category,estimateTypeId,estimateType,estimateMethodId,estimateMethod,sexId,sex,ageId,ageLabel,ageStart,ageEnd,ageMid,value
840,49,4,90,"2039","2039.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,180832575
840,49,4,90,"2039","2039.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,184588286
840,49,4,90,"2039","2039.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,365420860
840,49,4,91,"2040","2040.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,181456021
840,49,4,91,"2040","2040.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,185160219
840,49,4,91,"2040","2040.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,366616240
840,49,4,92,"2041","2041.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,182053267
840,49,4,92,"2041","2041.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,185696132
840,49,4,92,"2041","2041.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,367749399
840,49,4,93,"2042","2042.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,182630369
840,49,4,93,"2042","2042.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,186201833
840,49,4,93,"2042","2042.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,368832202
840,49,4,94,"2043","2043.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,183180424
840,49,4,94,"2043","2043.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,186672625
840,49,4,94,"2043","2043.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,369853049
840,49,4,95,"2044","2044.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,183704203
840,49,4,95,"2044","2044.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,187111133
840,49,4,95,"2044","2044.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,370815336
840,49,4,96,"2045","2045.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,184200116
840,49,4,96,"2045","2045.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,187515039
840,49,4,96,"2045","2045.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,371715154
840,49,4,97,"2046","2046.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,184668246
840,49,4,97,"2046","2046.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,187883669
840,49,4,97,"2046","2046.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,372551915
840,49,4,98,"2047","2047.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,185112718
840,49,4,98,"2047","2047.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,188222856
840,49,4,98,"2047","2047.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,373335573
840,49,4,99,"2048","2048.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,185532040
840,49,4,99,"2048","2048.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,188532044
840,49,4,99,"2048","2048.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,374064084
840,49,4,100,"2049","2049.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,185931420
840,49,4,100,"2049","2049.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,188818169
840,49,4,100,"2049","2049.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",3,"Both sexes",188,"Total",0,-1,0,374749589
840,49,4,101,"2050","2050.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",1,"Male",188,"Total",0,-1,0,186309113
840,49,4,101,"2050","2050.5",0,"Not applicable",1,"Model-based Estimates",3,"Projection",2,"Female",188,"Total",0,-1,0,189082850
