MSN,YYYYMM,Value,Column_Order,Description,Unit
TETCHUS,199613,2080,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,199713,2083,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,199813,1908,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,199913,2002,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200013,2437,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200113,2443,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200213,2308,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200313,2603,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200413,2975,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200513,3539,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200613,3884,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200713,4096,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200813,4633,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,200913,3476,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201013,3925,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201113,4469,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201213,4318,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201313,4355,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201413,4383,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201513,3519,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201613,3216,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201713,3496,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201813,3893,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,201913,3729,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,202013,Not Available,5,Energy Expenditures per Capita,Nominal Dollars
TETCHUS,202113,Not Available,5,Energy Expenditures per Capita,Nominal Dollars
TEGDSUS,194913,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195013,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195113,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195213,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195313,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195413,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195513,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195613,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195713,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195813,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,195913,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196013,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196113,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196213,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196313,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196413,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196513,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196613,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196713,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196813,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,196913,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197013,7.7,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197113,7.7,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197213,7.7,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197313,7.9,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197413,9.9,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197513,10.2,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197613,10.4,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197713,10.6,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197813,10.2,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,197913,11.3,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198013,13.1,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198113,13.3,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198213,12.8,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198313,11.5,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198413,10.8,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198513,10.1,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198613,8.4,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198713,8.2,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198813,7.9,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,198913,7.8,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199013,8,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199113,7.7,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199213,7.3,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199313,7.2,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199413,6.9,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199513,6.7,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199613,6.9,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199713,6.6,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199813,5.8,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,199913,5.8,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200013,6.7,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200113,6.6,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200213,6.1,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200313,6.6,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200413,7.1,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200513,8,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200613,8.4,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200713,8.5,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200813,9.5,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,200913,7.4,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201013,8.1,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201113,8.9,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201213,8.3,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201313,8.2,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201413,7.9,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201513,6.2,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201613,5.6,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201713,5.8,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201813,6.2,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,201913,5.7,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,202013,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGDSUS,202113,Not Available,6,Energy Expenditures as Share of GDP,Percent
TEGOSUS,194913,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195013,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195113,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195213,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195313,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195413,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195513,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195613,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195713,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195813,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,195913,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196013,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196113,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196213,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196313,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196413,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196513,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196613,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196713,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196813,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,196913,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197013,4.4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197113,4.4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197213,4.3,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197313,4.4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197413,5.3,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197513,5.6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197613,5.6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197713,5.7,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197813,5.5,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,197913,6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198013,6.9,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198113,7.1,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198213,6.9,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198313,6.3,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198413,6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198513,5.6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198613,4.8,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198713,4.6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198813,4.4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,198913,4.4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199013,4.5,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199113,4.4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199213,4.2,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199313,4.1,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199413,3.9,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199513,3.8,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199613,3.9,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199713,3.7,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199813,3.2,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,199913,3.2,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200013,3.7,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200113,3.7,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200213,3.5,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200313,3.7,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200413,4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200513,4.4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200613,4.6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200713,4.7,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200813,5.2,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,200913,4.3,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201013,4.6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201113,5,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201213,4.6,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201313,4.5,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201413,4.4,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201513,3.5,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201613,3.2,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201713,3.3,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201813,3.5,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,201913,3.3,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,202013,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TEGOSUS,202113,Not Available,7,Energy Expenditures as Share of Gross Output,Percent
TETCEUS,194913,2206.691,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195013,2382.046,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195113,2526.687,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195213,2473.374,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195313,2536.893,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195413,2422.253,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195513,2684.786,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195613,2777.043,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195713,2756.562,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195813,2703.189,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,195913,2807.171,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196013,2914.009,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196113,2942.791,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196213,3064.923,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196313,3184.517,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196413,3316.753,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196513,3461.741,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196613,3654.179,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196713,3749.382,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196813,3964.523,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,196913,4134.687,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197013,4261.308,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197113,4311.927,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197213,4532.008,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197313,4720.863,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197413,4560.964,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197513,4427.888,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197613,4694.557,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197713,4835.09,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197813,4884.053,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,197913,4949.836,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198013,4756.27,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198113,4636.631,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198213,4404.435,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198313,4383.942,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198413,4612.856,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198513,4605.355,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198613,4615.662,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198713,4775.551,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198813,4998.212,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,198913,5084.559,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199013,5037.896,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199113,4992.685,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199213,5093.879,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199313,5185.52,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199413,5262.663,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199513,5324.311,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199613,5518.03,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199713,5589.322,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199813,5636.733,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,199913,5700.253,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200013,5888.592,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200113,5777.788,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200213,5820.025,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200313,5886.417,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200413,5993.719,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200513,6006.994,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200613,5929.329,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200713,6015.538,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200813,5823.127,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,200913,5403.665,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201013,5593.662,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201113,5454.696,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201213,5236.323,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201313,5358.87,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201413,5413.879,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201513,5262.076,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201613,5169.497,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201713,5131.081,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201813,5277.193,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,201913,5144.361,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,202013,4576.304,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
TETCEUS,202113,4869.973,8,Total Energy CO2 Emissions,Million Metric Tons Carbon Dioxide
CDTPRUS,194913,14.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195013,15.6,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195113,16.3,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195213,15.7,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195313,15.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195413,14.9,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195513,16.2,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195613,16.4,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195713,16,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195813,15.5,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,195913,15.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196013,16.1,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196113,16,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196213,16.4,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196313,16.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196413,17.3,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196513,17.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196613,18.6,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196713,18.9,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196813,19.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,196913,20.4,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197013,20.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197113,20.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197213,21.6,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197313,22.3,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197413,21.3,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197513,20.5,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197613,21.5,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197713,22,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197813,21.9,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,197913,22,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198013,20.9,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198113,20.2,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198213,19,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198313,18.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198413,19.6,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198513,19.4,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198613,19.2,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198713,19.7,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198813,20.4,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,198913,20.6,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199013,20.2,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199113,19.7,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199213,19.9,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199313,20,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199413,20,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199513,20,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199613,20.5,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199713,20.5,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199813,20.4,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,199913,20.4,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200013,20.9,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200113,20.3,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200213,20.2,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200313,20.3,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200413,20.5,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200513,20.3,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200613,19.9,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200713,20,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200813,19.1,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,200913,17.6,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201013,18.1,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201113,17.5,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201213,16.7,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201313,17,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201413,17,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201513,16.4,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201613,16,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201713,15.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201813,16.2,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,201913,15.7,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,202013,13.8,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDTPRUS,202113,14.7,9,Total Energy CO2 Emissions per Capita,Metric Tons Carbon Dioxide
CDEGRUS,194913,1047,10,Total Energy CO2 Emissions per Real Dollar of GDP,Metric Tons Carbon Dioxide per Million Chained (2012) Dollars
CDEGRUS,195013,1040,10,Total Energy CO2 Emissions per Real Dollar of GDP,Metric Tons Carbon Dioxide per Million Chained (2012) Dollars
